,text,cluster_name
75,您好 您电话挂掉了,"0,1,0,0,0,0,0,0,0"
20698,您以前是在哪里打的呢,"1,0,0,0,0,0,0,0,0"
19046,网络端口报价遭到不良竞品医院恶意攻击性，，也方便更好的为您解答，感谢您的信任。,"0,1,0,0,0,0,0,0,0"
24775,游先生还是女士恩？,"0,0,0,0,0,1,0,0,0"
10761,您有生育过吗？,"1,0,0,0,0,0,0,0,0"
4109,方便问下您的身高和体重是多少？,"0,0,0,0,0,1,0,0,0"
6760,您好，您是想脱哪个部位的毛发呢,"0,0,0,1,0,0,0,0,0"
16768,特价来的,"0,1,0,0,0,0,0,0,0"
12966,您是想近期做皮秒是吗？,"0,0,0,0,0,0,1,0,0"
24422,红血丝出现有多长时间了呢,"0,0,1,0,0,0,0,0,0"
11546,就是色陈啊 你是什么原因导致的呢,"0,0,1,0,0,0,0,0,0"
24837,恩，您贵姓呢，我是陈助理,"0,0,0,0,0,1,0,0,0"
8441,您是想要预约什么时候呢？,"0,0,0,0,0,0,1,0,0"
8531,您好，昆明和万家省三级妇产科医院李医生，微信，电话：15198898242，QQ:2912290360,"0,1,0,0,0,0,0,0,0"
16733,之前有来过咱们鹏程医院吗,"1,0,0,0,0,0,0,0,0"
6907,对于你这样的情况咱们医院生殖感染科室是常见的病症了 检查明确的病菌针对性的对症下药 一次性遏制避免反复发作,"0,0,0,0,0,0,0,0,1"
2088,我感觉你这个问题主要还是在子宫和卵巢方面的，,"0,1,0,0,0,0,0,0,0"
5371,是龟头痒还是包皮，还是阴囊部位？,"0,0,1,0,0,0,0,0,0"
17691,请问您之前有了解过的吗,"1,0,0,0,0,0,0,0,0"
18890,我先帮你分析一下，你现在是多大罩杯呢,"0,0,1,0,0,0,0,0,0"
26997,要不我加您微信，您拍个图片给我看看，先初步分析下您的情况，在给您更专业的建议，您看这样可以不？,"0,0,0,0,1,0,0,0,0"
21454,建议等18岁再做手术改善的,"0,1,0,0,0,0,0,0,0"
21196,有人通过双眼皮手术来改善的，有人通过提眉手术来改善的,"0,0,0,0,0,0,0,0,1"
28265,也可以，那您这边打算近期做吗？,"0,0,0,0,0,0,1,0,0"
15116,我是鹏程医院的刘助理，您怎么称呼呢,"0,0,0,0,0,1,0,0,0"
8296,您是打算做这个检查还是什么情况呢？,"0,0,0,0,0,0,1,0,0"
23007,您微信多少，我加您，给您发效果图，您参考一下,"0,0,0,0,1,0,0,0,0"
25815,您微信多少，我加您，您发下斑点的照片 我看下，再给您介绍治疗方案,"0,0,0,0,1,0,0,0,0"
23596,特价项目不能重复享受，每个人只能享受一次的,"0,1,0,0,0,0,0,0,0"
16664,是否之前有去医院咨询设计过呢,"1,0,0,0,0,0,0,0,0"
22965,您主要是想改善面部还是全身的肤色了,"0,0,0,1,0,0,0,0,0"
18825,在医院吗,"0,1,0,0,0,0,0,0,0"
9003,嗯，咱们加下微信，您发一张眼部的平视照片我看下您眼部基础，看您适合做哪种方式,"0,0,0,0,1,0,0,0,0"
21535,有来过咱们鹏程医院没有呀,"1,0,0,0,0,0,0,0,0"
7917,你在哪个医院看诊的呢,"1,0,0,0,0,0,0,0,0"
10209,没关系 您初期了解需要帮您介绍的内容较多，您看是微信还是电话方便呢？我帮您具体介绍 也更容易您理解,"0,0,0,0,1,0,0,0,0"
19502,正是有魅力的年龄哦,"0,1,0,0,0,0,0,0,0"
6220,需要帮您先登记吗  保留目前的档案,"0,1,0,0,0,0,0,0,0"
12215,这边晚班系统 准备关闭了,"0,1,0,0,0,0,0,0,0"
24659,30岁正是我们最有魅力的年纪呢,"0,1,0,0,0,0,0,0,0"
20967,粉刺是比较好去掉的,"0,1,0,0,0,0,0,0,0"
11583,这是qq吗？,"0,0,0,0,1,0,0,0,0"
28871,注射瘦腿针可以使肌肉体积缩小，腿部变得修长纤细哦,"0,0,0,0,0,0,0,0,1"
1814,这样 您微信多少呢？我加您微信吧,"0,0,0,0,1,0,0,0,0"
21296,我电话跟您联系吧,"0,1,0,0,0,0,0,0,0"
13699,有手术的方式和非手术的方式,"0,1,0,0,0,0,0,0,0"
26127,恩，您贵姓怎么称呼呀，我是鹏程医院欧助理,"0,0,0,0,0,1,0,0,0"
28299,我们医院的有很多分期公司的,"0,1,0,0,0,0,0,0,0"
11334,张女士您好,"0,1,0,0,0,0,0,0,0"
1351,匠心造美21年， 您好，我是深圳鹏程整形医院的华助理，我的电话 / 微信是15302792367深圳鹏程医院是目前深圳专利技术最多的整形医院，被誉为“医学美容消费者十大满意品牌。如果您不方便打字，可以留下您的电话/微信,"0,1,0,0,0,0,0,0,0"
9058,医院也是有很多，西部医院我们也是有很多转诊过来我们这边的，听他们说费用 还是比较高的，医院我们是不好做评价，具体的还是需要你们做选择，,"0,1,0,0,0,0,0,0,0"
16965,"亲爱的，手术方式没有好坏之分的 最关键的是医生的专业技术和专业审美  不同的手术方式适合不同的手术情况的  双眼皮手术已经有6,70年的发展历史了 我们民国时期的报纸就记载了当时很多女明星做了双眼皮手术的","0,0,0,0,0,0,0,0,1"
5563,您可以去拍片看看,"0,1,0,0,0,0,0,0,0"
2200,做手术是 严谨的，不清楚您的基本情况的,"0,1,0,0,0,0,0,0,0"
14729,您是对您的鼻子的鼻梁不满意  还是鼻头鼻翼都不满意呢,"0,0,1,0,0,0,0,0,0"
9753,没有大概 因为医学是严谨的  我在不清楚您的情况之下给您胡乱报价  会对您造成误导 我是有连带责任的,"0,1,0,0,0,0,0,0,0"
9270,1.2万左右,"0,0,0,0,0,0,0,1,0"
789,那需要我提前帮您确认闵院长坐诊时间吗,"0,0,0,0,0,0,1,0,0"
5178,叫什么名字呢？,"0,0,0,0,0,1,0,0,0"
9965,帮你妹妹咨询是吗,"0,1,0,0,0,0,0,0,0"
7386,请问你多大年龄呢 有疼痛的情况吗,"0,0,0,0,0,1,0,0,0"
19379,您多大年纪是想要改善眼周什么问题呢,"0,0,0,0,0,1,0,0,0"
4495,您是计划今天过来吗,"0,0,0,0,0,0,1,0,0"
18973,网络端口报价遭到不良竞品医院恶意攻击性，像针对费用，我院已开通专业的短信报价系统，稍后将详细的价格和优惠活动给你发送到手机上，以便于您随时查看，您的电话是多少呢？免费发送短信的,"0,0,0,0,1,0,0,0,0"
2049,提前预约后术前常规检查是58元，手术费用几百,"0,0,0,0,0,0,0,1,0"
25626,您是女士吗？,"0,0,0,0,0,1,0,0,0"
25799,做完多久了呢,"1,0,0,0,0,0,0,0,0"
23832,好的我加您了,"0,1,0,0,0,0,0,0,0"
21146,不客气，之前是在咱们医院注射的吗？,"1,0,0,0,0,0,0,0,0"
20870,好的，贺先生，  是吗,"0,0,0,0,0,1,0,0,0"
10626,石女士  您好 很高兴与您对话,"0,1,0,0,0,0,0,0,0"
337,明天你休息吗,"0,1,0,0,0,0,0,0,0"
17087,黄褐斑是在面颊两边 对称的存在的 唇部周围的很多是色素的沉着的,"0,1,0,0,0,0,0,0,0"
19610,稍等，我加你,"0,1,0,0,0,0,0,0,0"
30203,一千到一万多,"0,0,0,0,0,0,0,1,0"
2710,现在穿内衣都是穿多大罩杯的内衣的,"0,1,0,0,0,0,0,0,0"
29823,咱们注射美容专家面对面设计个性化治疗方案，治疗都按要求达到安全、有效、自然哦 ,"0,0,0,0,0,0,0,0,1"
28892,咱们成都铜雀台自体脂肪丰唇是吸取多余脂肪细胞，净化处理，选择完整的颗粒脂肪细胞注射移植到唇部，效果明显呢,"0,0,0,0,0,0,0,0,1"
6056,请问您斑点是什么时候开始形成的？,"0,0,1,0,0,0,0,0,0"
29346,针对颈部皮肤松弛，下垂等情况，是可以通过线雕、热拉提、热玛吉等方式改善的呢,"0,0,0,0,0,0,0,0,1"
20043,过了这周就是680,"0,0,0,0,0,0,0,1,0"
10853,匠心造美22年20城连锁，鹏程医院支持0首付0利息分期付款，我是曾助理，电话13602503579，微信13602503579，欢迎您垂询。,"0,1,0,0,0,0,0,0,0"
24621,多大年龄？长斑多久了,"0,0,0,0,0,1,0,0,0"
26090,紫嫣，你是想脱什么部位的毛发呢？,"0,0,0,1,0,0,0,0,0"
24069,网络预约是帮您登记的免费咨询了解，专家号，只需要登记电话号码就可以了，不用交费的,"0,1,0,0,0,0,0,0,0"
27336,有考虑来深圳吗,"0,1,0,0,0,0,0,0,0"
19095,请问您多大年龄，痘痘是怎样的情况呢,"0,0,0,0,0,1,0,0,0"
2227,请问您是给自己咨询的吗？今年多大年在那里了？,"0,0,0,0,0,1,0,0,0"
297,正是年轻有魅力的年龄呢,"0,1,0,0,0,0,0,0,0"
27307,坐地铁呀，都很方便，我们都很多从沙井松岗那边过来的朋友呢,"0,1,0,0,0,0,0,0,0"
1821,目前是希望调整过后是，两侧都是有双眼皮的效果，对吗？,"0,0,0,1,0,0,0,0,0"
21686,先生还是女士？之前脱过吗,"0,0,0,0,0,1,0,0,0"
24088,恩，方便告诉我，您今年多大年龄恩？,"0,0,0,0,0,1,0,0,0"
17762,那更影响了,"0,1,0,0,0,0,0,0,0"
2607,嗯 已经去医院了  还没有做是吧？那你先做个检查,"0,1,0,0,0,0,0,0,0"
6331,"请耐心等待一下,稍后我们电话详细沟通你看可以吧?","0,1,0,0,0,0,0,0,0"
22876,要不这样吧   您看你电话多少 我们直接电话联系,"0,0,0,0,1,0,0,0,0"
4204,梅毒最先出现的部位应该是在生殖器部位,"0,1,0,0,0,0,0,0,0"
2078,好的，您QQ多少呢,"0,0,0,0,1,0,0,0,0"
19949,之前有采用过什么方式美白过吗,"1,0,0,0,0,0,0,0,0"
20755,这边还是我加你比较方便呢 ，你的是多少呢,"0,0,0,0,1,0,0,0,0"
1753,好的 请稍等,"0,1,0,0,0,0,0,0,0"
11091,吸脂是我们的王牌项目之一 所有国内外的减肥技术都有，比如多维分层吸脂、光塑溶脂、射频溶脂、水动力吸脂等等，都是目前公认全世界最先进也最安全的减肥方法。,"0,0,0,0,0,0,0,0,1"
8729,怎么称呼您呢，是在哪个城市的呢,"0,0,0,0,0,1,0,0,0"
19690,嗯，请问您性别、年龄是，痘坑有多久了呢,"0,0,1,0,0,0,0,0,0"
7789,"也可以留下联系方式，稍后给您回电详细沟通,并针对性指导治疗，您接听免费","0,0,0,0,1,0,0,0,0"
16254,我是这边的医生助理,"0,1,0,0,0,0,0,0,0"
22426,您的黄褐斑多久了呢？,"0,0,1,0,0,0,0,0,0"
13150,你加我了嘛？,"0,1,0,0,0,0,0,0,0"
20702,怎么称呼？还在关注吗,"0,0,0,0,0,1,0,0,0"
4431,这样吧 你现在方便电话说嘛 我给你打过去详细说一下 也就几分钟  文字叙述有一定局限性,"0,0,0,0,1,0,0,0,0"
10895,方式不同恢复期也不一样,"0,1,0,0,0,0,0,0,0"
9553,下巴基础怎么样？,"0,0,1,0,0,0,0,0,0"
6182,这样比较方便，我的是15290312669,"0,1,0,0,0,0,0,0,0"
28640,手术除皱是我院的经典项目，我们会根据您的需求为您选择最合适的祛皱方式,"0,0,0,0,0,0,0,0,1"
24959,你是打算时候脱呢,"0,0,0,0,0,0,1,0,0"
16522,帮您登记了，您过来报电话号码和姓名就可以了,"0,1,0,0,0,0,0,0,0"
1893,那得抽血检查了,"0,1,0,0,0,0,0,0,0"
29787,咱们医院鼻部整形为您定制个性化方案，达到自然、和谐、美观的鼻部效果哦,"0,0,0,0,0,0,0,0,1"
2441,网上看不到您的情况不好确定，可以做的方式很多,"0,1,0,0,0,0,0,0,0"
11967,您以前洗过牙吗 ？,"1,0,0,0,0,0,0,0,0"
22596,嗯，您之前是去哪里看的呢？医生怎么建议,"1,0,0,0,0,0,0,0,0"
23695,丰胸是咱们鹏程医院的经典项目,"0,0,0,0,0,0,0,0,1"
2530,李女士 您好 产后女士很多都是有和您一样的困扰的，小朋友现在多大了呢？,"0,0,0,0,0,1,0,0,0"
19179,去过专业的医院面诊过吗,"1,0,0,0,0,0,0,0,0"
17497,我们医院可以做粉刺和祛痘,"0,1,0,0,0,0,0,0,0"
12074,怎么称呼你呢？,"0,0,0,0,0,1,0,0,0"
9272,不知道母亲去医院看过呢？,"1,0,0,0,0,0,0,0,0"
9838,嗯， 这样吧，您的额微信是多少？我加您，给您详细介绍下，这个电话是您的微信吗？,"0,0,0,0,1,0,0,0,0"
11723,如果不方便现在电话，可以留个电话，明天这边去电，接听免费的,"0,0,0,0,1,0,0,0,0"
11188,联系方式是多少呢？,"0,0,0,0,1,0,0,0,0"
15452,脸上干,"0,1,0,0,0,0,0,0,0"
19913,您之前是打的什么牌子的呢，有来过咱们医院没有呢,"1,0,0,0,0,0,0,0,0"
27239,您好！这里是鹏程医疗美容医院，请问有什么可以帮到您的？,"0,1,0,0,0,0,0,0,0"
5606,像微创手术的话是一次就见效的  医院支持分期付款  是可以0首付  分3~24期不等的,"0,1,0,0,0,0,0,0,0"
8605,一般月经推迟的原因有，妇科炎症，怀孕，内分泌紊乱，卵巢疾病等问题导致的,"0,1,0,0,0,0,0,0,0"
6427,是掉线了吗,"0,1,0,0,0,0,0,0,0"
20197,可以让她添加我微信的,"0,1,0,0,0,0,0,0,0"
14102,嗯，鼻部是怎么不满意？之前有设计过适合的 方案吗,"0,0,1,0,0,0,0,0,0"
26590,小腿吗啊？,"0,0,0,1,0,0,0,0,0"
21645,我们疗程设定都是6次的，你按照医生交代的治疗时间过来，是可以的啊,"0,1,0,0,0,0,0,0,0"
3971,那您看看明后天有时间吗？,"0,0,0,0,0,0,1,0,0"
9471,好的  您想脱什么部位呢,"0,0,0,1,0,0,0,0,0"
11801,不是的，TDDP-e技术也是属于TDDP高端种植体系当中的,"0,1,0,0,0,0,0,0,0"
26698,你微信号多少呢？方便的话加您微信，您发图片，我这边先看一下您的基础情况，也能更好的给您建议，顺便给您看一下我们医院的案例,"0,0,0,0,1,0,0,0,0"
5708,我这边,"0,1,0,0,0,0,0,0,0"
12911,刘先生你好,"0,0,0,0,0,1,0,0,0"
5537,恩 那还好 神经性疾病 单纯药物治疗的话方法比较单一 且没有针对性， 后期一旦停药又可复发 药物只是缓解病情的症状， 并不能彻底治愈的,"0,1,0,0,0,0,0,0,0"
26092,恩， 我们医院有多种其他的 抗衰产品,"0,1,0,0,0,0,0,0,0"
17472,您之前是有购买了吗,"1,0,0,0,0,0,0,0,0"
2385,欢迎登陆广州中家医家庭医生整形美容医院，我院是97年由中山医科大学和家庭医生联合创立，是华南地区最早成立的医学整形美容医院，我是您的专属美丽顾问周全（擅长胸部，面部，形体，皮肤等美容整形项目给您设计方案）！电话18002219685，如果您方便接听电话，也可以留下电话号码，我立刻为您回拨咨询。回复“姓名+手机号+咨询项目”，即可预约,"0,1,0,0,0,0,0,0,0"
28360,还好，看您分期多少，之前有个顾客分期1万，半年，每个月利息30-60多的样子,"0,1,0,0,0,0,0,0,0"
1134,您目前年龄多大  脂肪处于恒定状态吗,"0,0,0,0,0,1,0,0,0"
4999,那我先了解一下您的情况，给您介绍,"0,0,1,0,0,0,0,0,0"
5666,想要预约什么时候,"0,0,0,0,0,0,1,0,0"
14283,多大年龄呢？怎么称呼,"0,0,0,0,0,1,0,0,0"
5758,你好，你现在怀孕几周了呢？我先了解一下你的情况,"0,0,1,0,0,0,0,0,0"
22686,你留个电话，我 让我们牙科的同事联系你为你介绍,"0,0,0,0,1,0,0,0,0"
25828,您的姓名 电话 是多少,"0,0,0,0,0,1,0,0,0"
9570,是怎么不满意呢,"0,1,0,0,0,0,0,0,0"
10601,好的，怎么称呼呢,"0,0,0,0,0,1,0,0,0"
2625,您这边是周六有时间，还是周日有时间呢,"0,0,0,0,0,0,1,0,0"
24531,你可以先给医生面诊看看你的情况先，看看适不适合打,"0,0,0,0,0,0,1,0,0"
28646,咱们医院激光脱络腮胡，主要是使毛发失去再生能力又不损伤周边组织，痛感轻微的技术，效果很好,"0,0,0,0,0,0,0,0,1"
10534,您可以留个电话？我们系统平台会将详细地址乘车路线以短信的形式发送给您的，来院后出示短信（可以享受免费系统毛囊检测咨询以及免费的专家挂号）,"0,0,0,0,1,0,0,0,0"
15813,有做过手术切除吗,"1,0,0,0,0,0,0,0,0"
24704,我会帮您转达的,"0,1,0,0,0,0,0,0,0"
26311,邹女士你好,"0,1,0,0,0,0,0,0,0"
3888,明天依旧没有优惠名额了，后天还有两个，你后天大概几点左右到,"0,0,0,0,0,0,1,0,0"
17493,你做祛痘多久了呢？,"1,0,0,0,0,0,0,0,0"
5191,胎记在我院是重点诊疗项目，是可以治疗的， 我先了解一下您那边胎记的情况，孩子现在多大年龄了 ？男孩女孩 ，是一出生就有的吗 ？,"0,0,0,0,0,0,0,0,1"
22061,张小姐 您好,"0,1,0,0,0,0,0,0,0"
30485,请问您是对自己的鼻部哪里不是很满意呢？对鼻梁高度还是鼻头鼻翼呢？,"0,0,1,0,0,0,0,0,0"
6324,您先拍片检查看看牙齿牙根具体的  听听专家的建议方案 然后自己再进一步考虑是否治疗,"0,1,0,0,0,0,0,0,0"
29685,您可以结合自身的时间 还有阴道松弛的轻重情况 针对性选择,"0,0,0,0,0,0,0,0,1"
29345,隆鼻失败修复术主要是针对各种原因所致的隆鼻后出现严重不良反应或者形态不佳而进行的相关治疗，从而达到修复的目的,"0,0,0,0,0,0,0,0,1"
29678,亲，这个是先吸脂，在进行提纯填充的，存活率非常高，具体要看您个人脂肪质量，一般比较精细的部位我们是建议脂肪胶的哦,"0,0,0,0,0,0,0,0,1"
28458,自体脂肪面部填充是从人体自身某些部位吸取多余脂肪细胞，将吸出的混合物经净化处理得到纯净完整的脂肪颗粒，选择完整的颗粒脂肪细胞通过注射的方式移植到需要填充的面部部位，从而达到精雕面部轮廓的作用 ,"0,0,0,0,0,0,0,0,1"
5567,欢迎登录北京拜博口腔官网，为响应国家号召，拜博口腔“齿健体康计”公益援助缺牙老人免费种牙—每月20颗进口种植体免费送  想了解相关项目信息可拨打咨询热线18301672213,"0,1,0,0,0,0,0,0,0"
19620,好的，。咱们塑身是可以通过手术仪器的等方式改善的,"0,0,0,0,0,0,0,0,1"
2789,那您打算什么时间来呢？,"0,0,0,0,0,0,1,0,0"
594,您好，请问还在线吗，方便的话可以加我微信 18924115317,"0,0,0,0,1,0,0,0,0"
5424,好的，稍等我加您,"0,1,0,0,0,0,0,0,0"
4935,冒昧问一下您年龄 性别,"0,0,0,0,0,1,0,0,0"
13087,您是觉得太阳穴凹陷还是不够饱满呢 有到医院设计过方案吗,"0,0,1,0,0,0,0,0,0"
13382,恩，是在哪里注射的尼,"1,0,0,0,0,0,0,0,0"
3205,是肉痣还是色素痣呢  目前年龄多大,"0,0,1,0,0,0,0,0,0"
27840,可以坐地铁到我们门口的，您现在过阿里吗,"0,1,0,0,0,0,0,0,0"
27123,恩 有看到 龚小姐是吗,"0,0,0,0,0,1,0,0,0"
17217,我们是在深圳罗湖区开展22年的老品牌医院  请问您多大年纪了呢,"0,0,0,0,0,1,0,0,0"
10073,你带现金的话是不方便的，你来院之后可以微信 支付宝或者银行卡就可以的 用不了带回去就可以的,"0,1,0,0,0,0,0,0,0"
21838,好的，这边您是想脱哪个部位呢,"0,0,0,1,0,0,0,0,0"
866,嗯，你现在主要是咨询哪方面的问题呢,"0,1,0,0,0,0,0,0,0"
25685,您主要是对哪方面了解的不是很清楚呢？,"0,1,0,0,0,0,0,0,0"
13844,好吧，您这边有没有微信呢,"0,0,0,0,1,0,0,0,0"
4480,眼部的费用是俩千多-五六千，八九千不等,"0,0,0,0,0,0,0,1,0"
12996,可以的 你目前是打算哪天过来 因为每天专家号有限 过来是需要提前预约挂号的,"0,0,0,0,0,0,1,0,0"
11926,可以去除的，请问孩子今年多大了呢，男孩女孩呢,"0,0,0,0,0,1,0,0,0"
26381,您的微信号码是多少呢？方便的话加您微信，您发图片，我这边先看一下您的基础情况，也能更好的给您建议,"0,0,0,0,1,0,0,0,0"
9067,瘦小腿是根据您小腿的肌肉情况来帮您确定的，请问您多大年龄呢？男士还是女士呢？,"0,0,0,0,0,0,0,0,1"
29585,假体取出 全麻手术或者局麻都是可以做的,"0,0,0,0,0,0,0,0,1"
9130,咱们医院8.30上班 您预约过了吗,"0,1,0,0,0,0,0,0,0"
5681,或者您看方便电话直接沟通吗？ 说话比打字更清楚一些 我详细给您介绍一下,"0,0,0,0,1,0,0,0,0"
11935,我是杨医生,"0,1,0,0,0,0,0,0,0"
16549,您电话多少呢，到时候活动出来我帮您先登记好,"0,0,0,0,1,0,0,0,0"
12430,主要想了解什么呢,"0,0,0,1,0,0,0,0,0"
21598,痘坑是根据你的皮肤的情况来定，几百元到一千多一次都有的,"0,0,0,0,0,0,0,1,0"
13554,一般有手术的方式或者是采用德国饵激光的方式来做，具体要看您自身的情况是适合哪种，,"0,1,0,0,0,0,0,0,0"
21159,嗯，这个是有限名额的 先登记先得到的  您电话是多少呢 我帮您登记一个优惠名额先的,"0,0,0,0,1,0,0,0,0"
14735,您好 去黑眼圈是可以通过激光或者是婴儿眼的项目的 效果是非常好的 但是需要过来医院治疗的,"0,0,0,0,0,0,0,0,1"
14739,您有去医院面诊检查过松弛情况吗？,"1,0,0,0,0,0,0,0,0"
22676,您的黑眼圈出现有多长时间了呢,"0,0,1,0,0,0,0,0,0"
24680,您是皮肤黑还是黄呢？,"0,0,1,0,0,0,0,0,0"
20493,亲你电话多少？打字有限，我电话给你详细介绍,"0,0,0,0,1,0,0,0,0"
26776,坐公交到帝豪酒店站或者西湖宾馆站，或者园岭地铁站公交站都可以,"0,1,0,0,0,0,0,0,0"
28054,您这边打算近期做吗,"0,0,0,0,0,0,1,0,0"
28468,针对黑头的话 比如可以选择氧气泡泡肌 果酸等等  ,"0,0,0,0,0,0,0,0,1"
6490,小梅  您好 很高兴与您对话,"0,1,0,0,0,0,0,0,0"
5355,先帮您大概分析下,"0,1,0,0,0,0,0,0,0"
26472,你微信多少呢、我加个您的微信你发个照片给我看看您的情况,"0,0,0,0,1,0,0,0,0"
25099,我的意思是告知您    不仅仅是线 主要的 医生的技术， 材料   经验 工具,"0,1,0,0,0,0,0,0,0"
29758,玻尿酸酸注射使皮肤光滑湿润，保护皮肤免受侵害，紧致肌肤，长久保湿，增加皮肤弹性，延缓皮肤衰老。,"0,0,0,0,0,0,0,0,1"
28244,您放心，只要您是在我们医院做的，都会对您负责的,"0,1,0,0,0,0,0,0,0"
15697,您现在是在深圳哪里呢  想什么时候做,"0,0,0,0,0,0,1,0,0"
15224,如果是方便的 可以添加您老婆的微信 详细的了解的,"0,0,0,0,1,0,0,0,0"
9635,您的微信号吗，稍等我加你,"0,1,0,0,0,0,0,0,0"
7414,您是想了解我们双十一祛痘坑痘印，毛孔粗大1111特价项目是吗？,"0,0,0,1,0,0,0,0,0"
29298,颧骨颧弓失败修复术一般适合于面部前外侧突出的患者，常采用口内切口，在骨膜下分离暴露颧骨，应用特殊的器械将术前设计拟去除的颧骨部分凿去削薄，从而缩小面部外轮廓，改善面型,"0,0,0,0,0,0,0,0,1"
23916,您在咱们医院做治疗，肯定是对您负责的,"0,1,0,0,0,0,0,0,0"
46,融科分院地址：北京市海定区中关村科学院南路2号融科中心B座来院路线：地铁路线：地铁10号线外环知春里A西北口出     地铁4号线中关村B东北口出 。,"0,1,0,0,0,0,0,0,0"
1600,那您现在是打算近期做改善吗？,"0,0,0,0,0,0,1,0,0"
4228,是要做子宫息肉手术吗,"0,0,0,1,0,0,0,0,0"
10304,您多大年龄  症状出现几天了,"0,0,0,0,0,1,0,0,0"
30219,两三万多到五六万不等,"0,0,0,0,0,0,0,1,0"
8271,嗯，是怎么受伤的？伤到哪里了,"0,0,1,0,0,0,0,0,0"
19295,您可以过来医院先给医生面诊，合适做都可以做的,"0,0,0,0,0,0,1,0,0"
15077,六千多起的,"0,0,0,0,0,0,0,1,0"
13896,怎么称呼您？我是深圳鹏程医院陈助理,"0,0,0,0,0,1,0,0,0"
6286,但是咱们网络预约以后可以享受免费拍片检查和免专家号位的,"0,0,0,0,0,0,1,0,0"
2938,你说的是络腮胡是吗,"0,0,0,1,0,0,0,0,0"
2847,我等会加你微信哈,"0,1,0,0,0,0,0,0,0"
16183,请问您是先生还是女士呢，今年多大了？,"0,0,0,0,0,1,0,0,0"
206,这是你的身高体重吗？,"0,0,0,0,0,1,0,0,0"
4326,有这样的情况多久了《今年多大年龄,"0,0,1,0,0,0,0,0,0"
30532,您对自身牙齿的要求是怎样的呢？,"0,0,1,0,0,0,0,0,0"
15788,您多大年纪，是哪几个层次有松弛下垂有给医生面诊过吗,"0,0,1,0,0,0,0,0,0"
27162,您好，有的了,"0,1,0,0,0,0,0,0,0"
26555,嗯，手臂和 大腿粗的话，穿短袖话是比较显肉的，,"0,1,0,0,0,0,0,0,0"
24310,眼周一圈吗， 两边眼睛都有吗,"0,0,1,0,0,0,0,0,0"
9676,您是想改善您胸部哪方面呢,"0,0,0,1,0,0,0,0,0"
26642,您是想注射什么部位恩》,"0,0,0,1,0,0,0,0,0"
403,您好，现在多大年龄呢？,"0,0,0,0,0,1,0,0,0"
27092,方便让我看一下您的情况吗,"0,1,0,0,0,0,0,0,0"
28193,你目前身高体重多少？,"0,0,0,0,0,1,0,0,0"
30683,平时是否有做过乳房保养？,"0,0,1,0,0,0,0,0,0"
28613,根据个体不同状况，针对全面部综合设计，塑造符合自身需求和特点的耳形 耳部整形对专业医师的技艺和经验要求很高，所以要选择技术综合实力高的专业医学美容医院进行手术 ,"0,0,0,0,0,0,0,0,1"
2375,你电话能添加微信吗？你让孩子妈妈把在当地做的检查发过来看看,"0,0,0,0,1,0,0,0,0"
1394,恩，没有考虑好的话那可以先检查看看 ，检查清楚后 在考虑也可以  这样心里有个底 来了详细了解一下咱们医院和手术,"0,1,0,0,0,0,0,0,0"
21061,好的，费用是两三千左右,"0,0,0,0,0,0,0,1,0"
25449,您是想改善哪个问题呢？,"0,0,1,0,0,0,0,0,0"
6545,斑是有分为很多种：雀斑，黄褐斑，褐青色痣，老年斑等....导致斑形成的原因也有多种，紫外线，辐射，内分泌化妆品等，解决方法也不同,"0,0,0,0,0,0,0,0,1"
15494,你好，有的,"0,1,0,0,0,0,0,0,0"
20333,嗯嗯，你看什么时候有时间安排个时间到医院这边让医生检查下你皮肤情况先呢,"0,0,0,0,0,0,1,0,0"
11979,这些都是综合性的疾病医院喔   您做疤痕治疗 是需要选择专业性权威的整形美容医院  做皮肤的修饰美容,"0,1,0,0,0,0,0,0,0"
20228,您方便报一下您的贵姓和联系方式吗  我这边稍后帮您看一下是否还有,"0,0,0,0,0,1,0,0,0"
5337,现在后脑勺部位的头发情况还 好吗,"0,0,1,0,0,0,0,0,0"
30119,具体价格要看问题情况和方案设计呢,"0,0,0,0,0,0,0,1,0"
30069,针对乳头过大，专业医师将切口在乳头基底圆周上或在乳头圆柱体上实施，去除过多的乳头组织，矫正松垂乳头、乳头形态不圆滑及两侧不对称形态。,"0,0,0,0,0,0,0,0,1"
11529,没有，这是咱们医院官网,"0,1,0,0,0,0,0,0,0"
25192,好的，您清楚你脸上是什么斑吗？,"0,0,1,0,0,0,0,0,0"
2678,可以的  您微信多少呢 我加您,"0,0,0,0,1,0,0,0,0"
11115,我先系统上登记上去，待会会把预约的一个号码发给你，你有空来的时候核对信息就可以了的，预约好的顾客是优先安排的,"0,0,0,0,0,0,1,0,0"
3617,目前年龄多大呢  是否有生育哺乳的情况,"0,0,0,0,0,1,0,0,0"
30614,咱们主要是对眼鼻部形状不是很满意吗？,"0,0,1,0,0,0,0,0,0"
2462,女士，您好！请问怎么称呼您呢？,"0,0,0,0,0,1,0,0,0"
25372,你的纹身是什么颜色的恩？,"0,0,1,0,0,0,0,0,0"
20623,您的微信多少呢？方便的话加您微信，您发图片，我这边我先看一下您的基本情况，也能更好的给您建议，顺便给您看一下我们医院的案例,"0,0,0,0,1,0,0,0,0"
9125,给你开药了吗？,"1,0,0,0,0,0,0,0,0"
